temperature,hidden_size,generated_text,spelling_percentage,perplexity,TTR,bleu1,bleu2,bleu3,bleu4,ngram_precisions_1,ngram_precisions_2,ngram_precisions_3,ngram_precisions_4,bartscore,bertscore,bertscore_precision,bertscore_recall,bertscore_f1,top_p
0,25,ze the prear the prear the prear the sear the prear the prear the prear the prear the prear the prear the sear the prear the sear the prear the sear the sear the sear the prear the prear the sear the sear the prear the prear the sear the prear the sear the prear the prear the sear the sear the prear the sear the prear the sear the prear the sear the sear the sear the sear the prear the sear the sea,0.7411764705882353,1973.579218493564,0.0588235294117647,51.76470588235295,7.850136932560092,0.0,0.0,0.5176470588235295,0.0119047619047619,0.0,0.0,-6.67929744720459,0.7160568237304688,0.7024027705192566,0.730252206325531,0.7160568237304688,0.1
0,50,me the sees and the sees and she world the sees and the sees and she world the sees and the sees and she world the sees and the sees and the sees and she world the sees and she world the sees and she world the sees and she world the sees and the sees and the sees and the sees and she world the sees and the sees and the sees and she world the sees and the sees and she world the sees and she world th,0.9888888888888888,556.9198170201391,0.0777777777777777,81.11111111111111,43.74765911340425,0.0,0.0,0.8111111111111111,0.2359550561797752,0.0,0.0,-6.762133598327637,0.7590751647949219,0.7613688707351685,0.7567952871322632,0.7590751647949219,0.1
0,250,ounger the with the with the with the with the with the with the with the with the with the with the with the with the with the with the with the with the with the with the with the with the with the with the with the with the with the with the with the with the with the with the with the with the with the with the with the with the with the with the with the with the with the with the with the wit,0.9887640449438202,68.16460671884884,0.0449438202247191,98.87640449438202,69.50870934032154,0.0,0.0,0.9887640449438202,0.4886363636363636,0.0,0.0,-6.720383167266846,0.7173647880554199,0.700122594833374,0.7354776263237,0.7173647880554199,0.1
0,500,"ZALUS:
I would that hath not to the world to the souls of the souls of the souls of the souls of the provost of the souls of the souls of the provost of the souls of the souls of the souls of the provost of the provost to the world to the souls of the souls of the souls of the souls of the provost of the souls of the souls of the provost of the souls of the souls of the souls of the souls of the pr",0.9777777777777776,62.09898814794458,0.1444444444444444,97.77777777777776,77.0232709618523,40.69931326268106,0.0,0.9777777777777776,0.6067415730337079,0.1136363636363636,0.0,-6.534878253936768,0.7558639645576477,0.752795934677124,0.758957028388977,0.7558639645576477,0.1
0,25,"ORTENTIO:
And and the say her and her and the the say her and and the her the prest the priest the the priest the dead and her and her her and and the prient and her her and and the her her and the her her her and the the prear the dear the see and the dear and the priest her the sear the prear the dead the dear her the prest and the her the her shall her her the say and the the the the sear the pr",0.9239130434782608,281.12927761205526,0.1630434782608695,92.3913043478261,67.59290469015914,17.18646548141238,0.0,0.9239130434782608,0.4945054945054945,0.0111111111111111,0.0,-6.572696685791016,0.7336002588272095,0.7262593507766724,0.7410910725593567,0.7336002588272095,0.3
0,50,"
The man heart the come and be and and be man and and the she shall and the many the man and and the many be me the man of the man and and the world the come and be and the she see and be many be and be and be she world she serve the come the she world she world she shall be and be and the many of and be mean
The see with the serve the man the see and strick the worth of heart.

DUKE OF YORK:
The s",0.9789473684210528,150.50203102637752,0.2210526315789473,98.94736842105264,78.13618341008689,37.448734155806136,18.381815331642716,0.9894736842105264,0.6170212765957447,0.086021505376344,0.0217391304347826,-6.400504112243652,0.756551206111908,0.7475066184997559,0.7658173441886902,0.756551206111908,0.3
0,250,", and the since the comes and the morning and with the with the morning the sense:
And with me in my lord, the since the with the come to such and the with the with me in the services to me to sentle to me to the come to the sun with me in my love and such the with mean the come,
That the services to me with mine the come to the morning and bear a morning the since and so the comes and such the com",0.9666666666666668,81.22956111069992,0.2808988764044944,97.75280898876404,81.6392322920415,53.51015254938608,0.0,0.9775280898876404,0.6818181818181818,0.2298850574712643,0.0,-6.490412712097168,0.7630895972251892,0.764256477355957,0.7619261741638184,0.7630895972251892,0.3
0,500,"ful an in the father to my daughter and son to the souls of the world.

LUCIO:
I have not so life of the life,
The souls to the provost to the world of him to the like an inder to he was to the world to my son.

LUCIO:
I am the shall so so like a shall of him some so some father to him to the like an in the souls of the world to my death,
And thou shall the shall not shall to the souls of him to hi",0.9787234042553192,43.14461124048413,0.3404255319148936,96.80851063829788,87.7669800208033,58.572699656127504,0.0,0.9680851063829788,0.7956989247311828,0.2608695652173913,0.0,-6.239062309265137,0.7798687219619751,0.773093044757843,0.7867642641067505,0.7798687219619751,0.3
0,25,"He with the man her his maint, the sear and sher the the brow my the preed my shall and a speed the shall her hattle there the make me my prenoun and his dear my preall there her hall there hear him is she down,
The mester of my so there a seest our my shards there hear her sees the him is not me an there hear the dear in an her my the me a there a same her the the his not the pread her a sear with",0.9239130434782608,489.7251909242338,0.4456521739130434,89.13043478260869,55.98443575941912,0.0,0.0,0.8913043478260869,0.3516483516483517,0.0,0.0,-6.6154632568359375,0.7486428618431091,0.7498791217803955,0.7474105954170227,0.7486428618431091,0.5
0,50,"pent, hears, the seen of here and son the can be world and man of my be and a world and be world have the so be a wranging to strick
The was the such the was of best the peation, she was of and so and and stree of born heart,
And stritter and shall be marrince hand a mart the grour and a shall
Where so shall and heart, my cannot world a cannot be
Where the granch of my come the worth of and a man a",0.9222222222222224,256.62881734964185,0.4130434782608695,91.11111111111111,67.11460003663437,29.469568825535795,0.0,0.9111111111111112,0.4943820224719101,0.0568181818181818,0.0,-6.518562316894531,0.7544275522232056,0.7542381882667542,0.7546170353889465,0.7544275522232056,0.5
