iterations,loss,generated_seq
1,4.185213928222656,"GceK-VCQssFB'etLZ osid-,I.DRnMfoZIOehTkfaWSgkZFLiwzoE BE-JD3dIc;&ymmXyQ.gRH?&IgAj sZRhRNBegX,M3LJkvBXcJS;kjeSboym,SNIPluEIvkYIdZbVRSuLxq;C'r&Bd3$:vWIs-j!GAuNhgyo.qnlEL's Xl XKuBe
c?s.OzREBG$Fduf?f3zniL"
100,4.051398738796514,me the the mut the buln to bull the the the the the the the wand the the the the hat the the me to mat the wor the the the the math but the the the the the wor the so will the the the the the the the t
200,3.8849244321388996,":
Whe she the death dow with the the shath the the the the crame the deas the be the the the the the coot the the be the clow and the breath that and be the the bear be the and be shat a the wour corte"
300,3.7211843696549645,$or to be that the sone the dowed hand the and in come you the in the hang in a to a sone that the to thing the the beang thang farth fart this beang is the the that the sting with to the with to and a
400,3.5635046226809504,"O:
Whith the not and the rould his his the will the not and his will the hear is the but the not the prome the lose the hourst the not so the word not the with the the would the king the lord that the "
500,3.412198363639779,"US:
What the may the marder the good there and the move and then the nother that there the may the more the mister the more the may the bore are then word for have and man there or there the more then "
600,3.27522605423285,"?

MARTIO:
He a dear so me the so may of so fare the mose and so mate the son and bease and and the know, and the have the diver have and a mose been of a love the pather and a teed have have so and th"
700,3.1468049020679887,"TISTA:
Here the more to mane and and he mine the monder the man the wond he not my to the man the man all the man one, what have the bother, the would the worth be the mother son the hath the man the s"
800,3.0311926210563067,"ght the with the hadst the will my still home with not the kings and the with the with not the with him the will beat the will the pring the comping the starding homes
That stread with with preases the"
900,2.923495900640829,"Your down the are the will mister the were the connow the would the more the the proming the stand the stand the warring make and the will would what soul the prace,
The would what so so the warn the b"
1000,2.824066535545501,"RK:
What he how the good have the with the good a father:
What the have the word the shall the forth the be the have her, what a we with the hand be the hear the with the most he have the have the fath"
1100,2.73174846747894,".

GORIOLANUS:
Come the hather head the the words, the father:
And the will with the will the will the have her the strest,
And we would his save hours of the treather the will the have he preather the"
1200,2.6455437102454433,y make the son the prosters to shall the make the words the make stage with that the make my be are the marry the contenteds the so bester the prostent me so make our soness that the so master the cant
1300,2.56768221448678,"D II:
Ay, a do the say a the sons the some the son, the first he seed
The hear with some a mine the worn the some the son the some the son be the some the before a marry be some the worns and she seep "
1400,2.4940759250461793,"S:
I was the can your the bear the be the dead here the part and have heard with the be could and the virture in the greather the mine the be the pring there be precome in the seat her be the seath the"
