iterations,loss,generated_seq
1,4.184093627929688,"n;;.:;zfTsFMIWIKfxTngSJOoVhbQM,yq'mcMAhf!'Z-bcA -JMnQIVq?YrKyijVyVJe,a::IecSjWacMSyVVWiTYjfkxt RNadviZ?WI,zpWgcSMpRM;,!
etZw:LF-;bIQKb'g.,TYXUgIR:Ee;hEEtbpeudaXbxTu:D!ZSBfaOeWF'Wx?mpaVVTc:vaV.Os, DpIio"
100,4.09783274458372,"y a ee h te wot te re ors ten hau o oo os toe thot te tte ea , ha a a e os te eoan the a es oe os we he eod otr ae oe te oe  oe a oo oe heri orst ou ne ae ta tis he at ted ot a a he thte eh oe oe ie ur"
200,3.9750566120136908,"PI:

NMS
ENEEENEENEENAE
EE
PIS
EEENEEEOEEN
EENE:
A:

NEIL:
I sor the lor tor te tat te nhe te te an te in the te he the te mhe tor tote on te or ban san ann hon an set yor te te ute he a an thar the th"
300,3.840807031560724,"MER:
And the the the the the the the thar the the me the the and me the the that the the the the the the the the to und the the the the me the the to the the nere the the yeund see the the the the the "
400,3.7096458855611445,$and fon the the the and the be the the the the the the the the ene the be we on an the the the be the thand the the thor the the the the we thand ther the and the the the the the sou on the the be the
500,3.5870389772314084,Zo woth the sint the the sor and we on the the sor the the we the the the sese the the on the son the the the lor the thou the the the so the sou the son the the the the the on hor the the the fou the 
600,3.471300627729584,o the thand wor sor for here the the sor the nound so the the ther best the the sil lererer thare the the ar in ther so thead there sor the ther the son the seres the sheand there the sand the she lour
700,3.3631418830899364,"3NNA:
The ther he the ther the the the the thou the thou the sthe the for thin the ind the the sor the the the son the the the and the sor me the and on the the and and thort the sin the the the wor th"
800,3.262461413963426, he thou the the me the sar and for the se the the and the the leare me he the the the sor the he the the the pon me mand the son the the this the the mat the she the and the the sit thit the the the a
900,3.16838302176695,k the the me the the the the thart the the the the the he that the nord the the son the he the the the the the he the he the the the shee the the the the the the me the the be the the the the chat the 
1000,3.08197551090935,rerl the the me the lour mor the his the be thand the the so he and the the and this so the the the the he the the the the the in of the the we the cor the we thand so the so the and thing the the the 
1100,3.005484087860387,he we the the the see the are the the leant the to he the to and and the and the the son the and and that the to sou the to the lear he sith the cor the that the the to the to stas to the sor the we do
1200,2.9302287106706024,"
That this sour the the the and the the we for thit the se the the the the the the reart that and the deed the the the the the the the the the sour the the the the preare the the st the the the the he "
1300,2.863523347876361,Lrans but the the and the the the the the and and therere the that he that st that the and and that the that hare the and the and blat the the that and be the whe the that that and bet this the nor tha
1400,2.8007070345175835,$hat and and and fare of the mat and the and for the and the he hat and bes our the the in thand the mand and the be the of for the me the the that this sou and the the the and and the the the nonge as
1500,2.7405937524079187,", and the sour the lent in that and she the this shath the sone and the sor the sill pear be the the the the me and the the ke the sour the he this sing the mith the sour the the he me the the sold the"
1600,2.6847012437218774,o se and there me shear the sour the sear the the shere the for the the the the the shear the sour the the prearing the me the me me for the she of and there here and the sees the sheare he of mather t
1700,2.6345555639941396,"CANTER:
The and the the deand the the and the dour stave wather the the the the the me with he and not me and and the dear and for the wing stand he the the the me and the me wing wererere the the four"
1800,2.5876291416952957,"?

PENRHTER:
Her the dear the lere he me me the ard and the the dead the seard the deare the me a dean the we a dead the the the the dear thich the that so the the a to me the for the the the the a and"
1900,2.547551672827548,"?

PONDENTENTERENY:
And and and the see preard the hat sis the me sor he the sing the and the sor the sear the he the sear he and and shat she the lend he the shat the the sill the and the shat be the "
2000,2.5066468563412094,"GA:
I mat the what the the of the the dould is dor the the and the the wher the the the at and the sor the and the me of and the the the to both what the the the the and be the wher the no the the me t"
2100,2.4698744669487134,Kles the we that sour the prater the the the whes that the wing the the do wist the to the the to sold the dour the the leare sur the for the the the and the to here the the and that the the the the co
2200,2.436404589484782,ke of shat shat the ther ther he deam the the the the the the cand the the be dis the her wher her the the the ming and he hat of the the the the a you the the the the the the the of he the the the the
2300,2.404893178280758,he be the me and the to the and and my mat hand the the gare the see the the the mand and the the the then the the mat the that to the mear the there the the sor the and the my to and and and the the t
2400,2.374932440699666,the mate the the the so the for the the the the the thou cow the mat the the there the the therour the sour the the the so a and in and the the the the mave the so seare the the the thear of the be the
2500,2.3512878954342584,"ET I:
A she me his prour the and this me the me you my the the he in the he the she me the me that sour he the my my my shave on in the the deaghes and the shave the shat the and be and mand he pranter"
2600,2.3278679142544103,se and of the mint the shard the the the the the mat the shat shat the and the not is shat the the the mant and mand the not the the the lore the the mall one and and the that shat ste the the mand the
2700,2.3060875290325766,ves the prear the ther and must the the me were the the prear the there the the the the the the the a leath the the be the there the the not the the this the the the the may the the the the the this to
2800,2.283439389051942,"JORD I:
And wour the and the mear whe sond and the on the the sonter the wise in the reand will hing the the and will the not the the may shather not the the will stall the the mate me to the the mand "
2900,2.2640759959419516,S the the made the soll the the the the the the the stas the shat the mad the the the shat the the the the ster the the the the lould the the sthou my the the will the thither the will here prenest the
3000,2.243113349449985,"OS:
Wher her the the ham the the the the the the be the the the the sear the the the come her the sher the me the the the sear me the mand and and the lorse me sor in the me the the lere the the a me s"
